# line,type,amount,ministry,source
35,Έσοδα,19000000,-,1110503 Φόρος στη συγκέντρωση κεφαλαίων
36,Έσοδα,38000000,-,1110507 Φόρος επί των χρηματιστηριακών συναλλαγών
37,Έσοδα,15000000,-,1110589 Λοιποί Φόροι  επί χρηματοοικονομικών και κεφαλαιακών
38,Έσοδα,466000000,-,11106 Φόροι ταξινόμησης οχημάτων
39,Έσοδα,389000000,-,1110601 Τέλος ταξινόμησης στα επιβατικά αυτοκίνητα
40,Έσοδα,46000000,-,1110602 Τέλος ταξινόμησης στα φορτηγά αυτοκίνητα
41,Έσοδα,18000000,-,1110609 Τέλος ταξινόμησης λοιπών οχημάτων
42,Έσοδα,13000000,-,1110610 Έκτακτο περιβαλλοντικό τέλος οχημάτων
43,Έσοδα,2318000000,-,11108 Λοιποί φόροι επί συγκεκριμένων υπηρεσιών
44,Έσοδα,5000000,-,1110801 Φόροι στα κρατικά λαχεία
45,Έσοδα,54000000,-,1110802 Φόροι στα μικτά κέρδη των καζίνο
46,Έσοδα,695000000,-,1110803 Φόροι στα μικτά κέρδη τυχερών παιγνίων
47,Έσοδα,72000000,-,1110810 Τέλη Eurocontrol
48,Έσοδα,5000000,-,1110811 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
49,Έσοδα,2000000,-,1110813 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
50,Έσοδα,14000000,-,1110815 Τέλος Πλοίων Αναψυχής και Ημερόπλοιων και
51,Έσοδα,586000000,-,1110820 Φόρος ασφαλίστρων
52,Έσοδα,14000000,-,1110821 Ειδικός φόρος στις διαφημίσεις που προβάλλονται από την
53,Έσοδα,52000000,-,1110822 Τέλη συνδρομητών σταθερής τηλεφωνίας
54,Έσοδα,160000000,-,1110823 Τέλη συνδρομητών κινητής τηλεφωνίας
55,Έσοδα,23000000,-,1110824 Τέλος στη συνδρομητική Τηλεόραση
56,Έσοδα,582000000,-,1110825 Τέλος ανθεκτικότητας στην κλιματική κρίση (πρώην Φόρος
57,Έσοδα,52000000,-,1110827 Τέλος κρουαζιέρας
58,Έσοδα,2000000,-,1110889 Λοιποί ειδικοί φόροι σε υπηρεσίες
59,Έσοδα,218000000,-,11109 Λοιποί Φόροι επί αγαθών
60,Έσοδα,3000000,-,1110901 Εισφορά στο λάδι και στις ελιές για κάλυψη εξόδων
61,Έσοδα,76000000,-,1110902 Ειδικοί Φόροι στη διακίνηση καυσίμων
62,Έσοδα,29000000,-,1110903 Περιβαλλοντικά τέλη και εισφορές
63,Έσοδα,110000000,-,1110904 Πράσινο τέλος στο diesel κίνησης
64,Έσοδα,362000000,-,112 Φόροι και δασμοί επί εισαγωγών
65,Έσοδα,362000000,-,11201 Δασμοί
66,Έσοδα,338000000,-,1120101 Δασμοί κοινού δασμολογίου
67,Έσοδα,24000000,-,1120102 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
68,Έσοδα,2353000000,-,113 Τακτικοί φόροι ακίνητης περιουσίας
69,Έσοδα,2353000000,-,11301 Τακτικοί φόροι επί της ιδιοκτησίας ακίνητης περιουσίας
70,Έσοδα,2000000,-,1130101 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
71,Έσοδα,1000000,-,1130102 Ενιαίο τέλος ακινήτων
72,Έσοδα,7000000,-,1130103 Έκτακτο Ειδικό Τέλος Ηλεκτροδοτούμενων Δομημένων
73,Έσοδα,2342000000,-,1130104 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
74,Έσοδα,1000000,-,1130189 Λοιποί φόροι στην ακίνητη περιουσία
75,Έσοδα,355000000,-,114 Λοιποί φόροι επί παραγωγής
76,Έσοδα,306000000,-,11401 Επιχειρηματικές και επαγγελματικές άδειες
77,Έσοδα,233000000,-,1140101 Τέλος επιτηδεύματος
78,Έσοδα,5000000,-,1140102 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
79,Έσοδα,22000000,-,1140103 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
80,Έσοδα,7000000,-,1140104 Έσοδα από εκδόσεις πολεοδομικών αδειών
81,Έσοδα,2000000,-,1140105 Ειδικό τέλος για άδειες λειτουργίας καζίνο
82,Έσοδα,2000000,-,1140106 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
83,Έσοδα,12000000,-,1140108 Τέλη μηχανημάτων έργων
84,Έσοδα,23000000,-,1140189 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
85,Έσοδα,49000000,-,11409 Διάφοροι άλλοι φόροι επί  παραγωγής
86,Έσοδα,17000000,-,1140902 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
87,Έσοδα,5000000,-,1140903 Τέλη υπέρ ΕΟΦ ετοιμότητας των ιατροτεχνολογικών
88,Έσοδα,1000000,-,1140904 Τέλη Διεύθυνσης Μητρώων και Τεχνικών Επαγγελμάτων του
89,Έσοδα,1000000,-,1140907 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
90,Έσοδα,21000000,-,1140910 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
91,Έσοδα,4000000,-,1140989 Λοιπoί φόροι επί της παραγωγής
92,Έσοδα,23719000000,-,115 Φόρος εισοδήματος
93,Έσοδα,14511000000,-,11501 Φόρος εισοδήματος πληρωτέος από Φυσικά Πρόσωπα (ΦΠ)
94,Έσοδα,3716000000,-,1150101 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
95,Έσοδα,523000000,-,1150102 Φόρος στο εισόδημα ΦΠ - προκαταβολή
96,Έσοδα,6313000000,-,1150103 Φόρος στο εισόδημα από μισθούς - παρακράτηση
97,Έσοδα,2400000000,-,1150104 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
98,Έσοδα,1265000000,-,1150105 Φόρος στο εισόδημα ΦΠ (πλην μισθών και συντάξεων) -
99,Έσοδα,279000000,-,1150106 Ειδική εισφορά αλληλεγγύης για την καταπολέμηση της
100,Έσοδα,14000000,-,1150110 Φόρος από εναλλακτική φορολόγηση εισοδήματος που
101,Έσοδα,1000000,-,1150189 Λοιποί φόροι στο εισόδημα ΦΠ
102,Έσοδα,7244000000,-,11502 Φόρος εισοδήματος πληρωτέος από εταιρίες (ΝΠ)
103,Έσοδα,2033000000,-,1150201 Φόρος στο εισόδημα ΝΠ κερδοσκοπικού χαρακτήρα -
104,Έσοδα,3269000000,-,1150202 Φόρος στο εισόδημα ΝΠ κερδοσκοπικού χαρακτήρα -
105,Έσοδα,500000000,-,1150203 Φόρος στο εισόδημα κοινοπραξιών και λοιπών νομικών
106,Έσοδα,608000000,-,1150204 Φόρος στο εισόδημα κοινοπραξιών και λοιπών νομικών
107,Έσοδα,346000000,-,1150205 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
108,Έσοδα,1000000,-,1150206 Εφάπαξ φόροι εισοδήματος ΝΠ
109,Έσοδα,487000000,-,1150289 Λοιποί φόροι στο εισόδημα εταιριών
110,Έσοδα,18000000,-,11503 Φόροι επί κερδών διακράτησης
111,Έσοδα,1000000,-,1150301 Φόρος στο εισόδημα από υπεραξία μεταβίβασης ακινήτων
112,Έσοδα,17000000,-,1150302 Φόρος μεταβίβασης επιχειρήσεων και χρηματοοικονομικών
113,Έσοδα,272000000,-,11504 Φόροι επί κερδών από λαχεία και τυχερά παίγνια
114,Έσοδα,272000000,-,1150489 Λοιποί φόροι επί κερδών από λαχεία και τυχερά παίγνια
115,Έσοδα,92000000,-,11505 Φόρος εισοδήματος κατοίκων αλλοδαπής
116,Έσοδα,91000000,-,1150501 Φόρος εισοδήματος αλλοδαπής για πνευματικά και άλλα
117,Έσοδα,1000000,-,1150502 Φόρος εισοδήματος αλλοδαπής από τόκους
118,Έσοδα,1582000000,-,11506 Φόρος εισοδήματος ειδικών κατηγοριών
119,Έσοδα,233000000,-,1150601 Φόρος πλοίων
120,Έσοδα,658000000,-,"1150602 Φόρος επί των τόκων των καταθέσεων, συμφωνιών"
121,Έσοδα,43000000,-,1150604 Φόρος στο εισόδημα νομικών προσώπων μη κερδοσκοπικού
122,Έσοδα,59000000,-,1150605 Φόρος στο εισόδημα νομικών προσώπων μη κερδοσκοπικού
123,Έσοδα,589000000,-,1150689 Λοιποί φόροι εισοδήματος ειδικών κατηγοριών
124,Έσοδα,232000000,-,116 Φόροι κεφαλαίου
125,Έσοδα,232000000,-,"11601 Φόροι κληρονομιών, γονικών παροχών και δωρεών"
126,Έσοδα,178000000,-,1160101 Φόροι και τέλη κληρονομιών
127,Έσοδα,54000000,-,"1160102 Φόροι και τέλη δωρεών, γονικών και λοιπών παροχών"
128,Έσοδα,1367000000,-,119 Λοιποί τρέχοντες φόροι
129,Έσοδα,1260000000,-,11901 Φόροι οχημάτων
130,Έσοδα,1255000000,-,1190101 Τέλη κυκλοφορίας
131,Έσοδα,5000000,-,1190189 Λοιπά τέλη και εισφορές στα οχήματα
132,Έσοδα,39000000,-,11902 Τρέχοντες φόροι επί κινητής περιουσίας
133,Έσοδα,39000000,-,1190201 Φόρος πολυτελούς διαβίωσης
134,Έσοδα,68000000,-,11903 Γενικές και ειδικές άδειες νοικοκυριών
135,Έσοδα,68000000,-,1190301 Έσοδα από ιατρικές εξετάσεις οδηγών
136,Έσοδα,60000000,-,12 Κοινωνικές εισφορές
137,Έσοδα,60000000,-,122 Λοιπές κοινωνικές εισφορές
138,Έσοδα,60000000,-,12201 Εισφορές εργαζομένων
139,Έσοδα,1000000,-,1220101 Εισφορές εργαζομένων για συνταξιοδότηση από το Δημόσιο
140,Έσοδα,59000000,-,1220102 Εισφορές εργαζομένων για παροχές υγείας από το Δημόσιο
141,Έσοδα,8131000000,-,13 Μεταβιβάσεις
142,Έσοδα,322000000,-,131 Τρέχουσες εγχώριες μεταβιβάσεις
143,Έσοδα,322000000,-,13108 Μεταβιβάσεις από λοιπά νομικά πρόσωπα
144,Έσοδα,19000000,-,1310801 Μέρισμα ΕΕΤΤ
145,Έσοδα,250000000,-,1310803 Έσοδα από πλειστηριασμούς αδιάθετων δικαιωμάτων
146,Έσοδα,53000000,-,1310889 Λοιπές μεταβιβάσεις από νομικά πρόσωπα
147,Έσοδα,15000000,-,132 Τρέχουσες μεταβιβάσεις από οργανισμούς και κράτη-μέλη της
148,Έσοδα,15000000,-,13201 Τρέχουσες μεταβιβάσεις από τα Κοινοτικά Ταμεία
149,Έσοδα,15000000,-,1320189 Λοιπές τρέχουσες μεταβιβάσεις από τα κοινοτικά ταμεία
150,Έσοδα,8000000,-,133 Τρέχουσες μεταβιβάσεις από φορείς του εξωτερικού
151,Έσοδα,1000000,-,13301 Τρέχουσες μεταβιβάσεις από Διεθνείς Οργανισμούς
152,Έσοδα,1000000,-,1330102 Εισφορές Ν.Α.Τ.Ο. για δαπάνες λειτουργίας και συντήρησης
153,Έσοδα,7000000,-,13309 Τρέχουσες μεταβιβάσεις από λοιπούς φορείς του εξωτερικού
154,Έσοδα,7000000,-,1330901 Μεταβιβάσεις από ξένες χώρες
155,Έσοδα,35000000,-,134 Επιχορηγήσεις επενδύσεων εσωτερικού
156,Έσοδα,35000000,-,13409 Λοιπές Επιχορηγήσεις επενδύσεων
157,Έσοδα,35000000,-,1340901 Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων
158,Έσοδα,7645000000,-,135 Επιχορηγήσεις επενδύσεων από την Ε.Ε.
159,Έσοδα,7645000000,-,13501 Επιχορηγήσεις επενδύσεων από κοινοτικά ταμεία
160,Έσοδα,1308000000,-,1350101 Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης
161,Έσοδα,1133000000,-,1350103 Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής
162,Έσοδα,702000000,-,1350104 Απολήψεις από το Ταμείο Συνοχής
163,Έσοδα,602000000,-,1350106 Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο
164,Έσοδα,58000000,-,1350107 Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας
165,Έσοδα,167000000,-,"1350108 Απολήψεις από τα Ταμεία Ασύλου, Μετανάστευσης και"
166,Έσοδα,3455000000,-,1350109 Απολήψεις από το Ταμείο Ανάκαμψης και Ανθεκτικότητας
167,Έσοδα,220000000,-,1350189 Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων
168,Έσοδα,106000000,-,139 Λοιπές κεφαλαιακές μεταβιβάσεις
169,Έσοδα,61000000,-,13901 Έσοδα από επιστροφές καταπτώσεων εγγυήσεων
170,Έσοδα,55000000,-,1390101 Έσοδα από επιστροφές καταπτώσεων εγγυήσεων
171,Έσοδα,6000000,-,1390189 Λοιπά έσοδα από καταπτώσεις εγγυήσεων
172,Έσοδα,7000000,-,13904 Έσοδα από δωρεές
173,Έσοδα,7000000,-,1390489 Έσοδα από κάθε χαριστική πράξη υπέρ του Δημοσίου
174,Έσοδα,38000000,-,13909 Έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις
175,Έσοδα,37000000,-,1390902 Έσοδα από την περιέλευση αδρανών καταθέσεων στο
176,Έσοδα,1000000,-,1390989 Λοιπά έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις
177,Έσοδα,2405000000,-,14 Πωλήσεις αγαθών και υπηρεσιών
178,Έσοδα,2000000,-,141 Πωλήσεις αγαθών
179,Έσοδα,2000000,-,14101 Πωλήσεις αγαθών
180,Έσοδα,2000000,-,1410189 Λοιπές Πωλήσεις Αγαθών
181,Έσοδα,338000000,-,142 Παροχή υπηρεσιών
182,Έσοδα,1000000,-,14202 Παροχή υπηρεσιών εκπαίδευσης
183,Έσοδα,1000000,-,1420201 Έσοδα ΥΠΑ από παροχή υπηρεσιών εκπαίδευσης
184,Έσοδα,45000000,-,14203 Παροχή δικαστικών υπηρεσιών
185,Έσοδα,6000000,-,1420301 Δικαστικά έξοδα επιβαλλόμενα από τα ποινικά δικαστήρια
186,Έσοδα,38000000,-,1420302 Αντίτιμο δικαστικού ενσήμου σε αγωγές και προσωρινά μέτρα
187,Έσοδα,1000000,-,1420389 Λοιπά έσοδα από παροχή δικαστικών υπηρεσιών
188,Έσοδα,137000000,-,14204 Παροχή υπηρεσιών ελέγχου
189,Έσοδα,130000000,-,1420401 Έσοδα από την παροχή τελωνειακών υπηρεσιών
190,Έσοδα,3000000,-,1420402 Έσοδα από τη διενέργεια γεωτεχνικών ελέγχων
191,Έσοδα,1000000,-,1420403 Έσοδα από τη διενέργεια χημικών ελέγχων
192,Έσοδα,3000000,-,1420489 Λοιπά έσοδα από υπηρεσίες ελέγχου
193,Έσοδα,70000000,-,14206 Παροχή υπηρεσιών από τα προξενεία
194,Έσοδα,70000000,-,1420601 Τέλη και λοιπά έσοδα έμμισθων προξενείων
195,Έσοδα,85000000,-,14209 Λοιπές παρεχόμενες υπηρεσίες
196,Έσοδα,3000000,-,1420901 Έσοδα ΥΠΑ από τέλη χρήσης αερολιμένων
197,Έσοδα,82000000,-,1420989 Έσοδα από προσφορά λοιπών υπηρεσιών
198,Έσοδα,1418000000,-,143 Μισθώματα
199,Έσοδα,1418000000,-,14301 Μισθώματα κτιρίων και υποδομών
200,Έσοδα,8000000,-,1430101 Έσοδα ΥΠΑ από Μισθώματα
201,Έσοδα,1410000000,-,1430189 Λοιπά μισθώματα κτιρίων και υποδομών
202,Έσοδα,445000000,-,144 Προμήθειες
203,Έσοδα,111000000,-,14401 Προμήθειες σε εισπράξεις-πληρωμές υπέρ τρίτων
204,Έσοδα,90000000,-,1440101 Προμήθειες είσπραξης ιδίων πόρων για λογαριασμό της Ε.Ε.
205,Έσοδα,21000000,-,1440103 Προμήθειες για βεβαίωση και είσπραξη εσόδων τρίτων
206,Έσοδα,312000000,-,14402 Προμήθειες για παροχή εγγυήσεων (πλην τραπεζών)
207,Έσοδα,300000000,-,1440201 Προμήθειες λόγω παροχής της εγγύησης του Ελληνικού
208,Έσοδα,12000000,-,1440202 Προμήθειες λόγω παροχής της Εγγύησης του Ελληνικού
209,Έσοδα,22000000,-,14403 Προμήθειες από σχήματα στήριξης τραπεζών
210,Έσοδα,22000000,-,1440305 Προμήθειες εγγυημένης αναβαλλόμενης φορολογικής
211,Έσοδα,199000000,-,145 Διοικητικές αμοιβές
212,Έσοδα,199000000,-,14501 Παράβολα
213,Έσοδα,54000000,-,1450101 Παράβολα για τη χορήγηση και ανανέωση αδειών διαμονής
214,Έσοδα,3000000,-,1450102 Παράβολα πολιτογράφησης
215,Έσοδα,33000000,-,1450103 Παράβολα αιτήσεων ρύθμισης αυθαιρέτων κατασκευών ή
216,Έσοδα,109000000,-,1450189 Λοιπά παράβολα
217,Έσοδα,3000000,-,149 Λοιπές πωλήσεις
218,Έσοδα,3000000,-,14909 Έσοδα από λοιπές πωλήσεις
219,Έσοδα,2000000,-,1490901 Έσοδα από εκποίηση κατασχεμένων τροχοφόρων
220,Έσοδα,1000000,-,1490902 Έσοδα από εκποίηση κατασχεμένων πλωτών μέσων
221,Έσοδα,2775000000,-,15 Λοιπά τρέχοντα έσοδα
222,Έσοδα,588000000,-,151 Τόκοι
223,Έσοδα,484000000,-,15101 Τόκοι καταθέσεων
224,Έσοδα,380000000,-,1510103 Τόκοι καταθέσεων στην Τράπεζα της Ελλάδος
225,Έσοδα,104000000,-,1510189 Τόκοι καταθέσεων σε λοιπές τράπεζες εξωτερικού
226,Έσοδα,69000000,-,15103 Τόκοι μακροπρόθεσμων τίτλων
227,Έσοδα,69000000,-,1510301 Τόκοι από ομόλογα του Ελληνικού Δημοσίου
228,Έσοδα,35000000,-,15105 Τόκοι μακροπρόθεσμων δανείων
229,Έσοδα,35000000,-,1510508 Τόκοι μακροπρόθεσμων δανείων από τη διαχείριση των
230,Έσοδα,356000000,-,152 Διανεμόμενο εισόδημα εταιριών
231,Έσοδα,97000000,-,15201 Διανεμόμενο εισόδημα μετοχών εισηγμένων σε χρηματιστήριο
232,Έσοδα,97000000,-,1520101 Διανεμόμενο εισόδημα μετοχών εισηγμένων στο
233,Έσοδα,184000000,-,15202 Διανεμόμενο εισόδημα μετοχών μη εισηγμένων σε
234,Έσοδα,184000000,-,1520201 Διανεμόμενο εισόδημα μετοχών μη εισηγμένων σε
235,Έσοδα,75000000,-,15203 Διανεμόμενο εισόδημα λοιπών συμμετοχών
236,Έσοδα,15000000,-,1520301 Διανεμόμενο εισόδημα συμμετοχών υπό εκκαθάριση ή
237,Έσοδα,60000000,-,1520389 Διανεμόμενο εισόδημα λοιπών συμμετοχών
238,Έσοδα,75000000,-,153 Ενοίκια φυσικών πόρων
239,Έσοδα,7000000,-,15301 Ενοίκια πόρων υπεδάφους
240,Έσοδα,7000000,-,1530101 Ενοίκια από δικαιώματα μεταλλειοκτησίας
241,Έσοδα,53000000,-,15302 Ενοίκια γης
242,Έσοδα,53000000,-,1530289 Λοιπά μισθώματα γης
243,Έσοδα,15000000,-,15309 Ενοίκια λοιπών φυσικών πόρων
244,Έσοδα,15000000,-,1530902 Άδειες χρήσης ραδιοσυχνοτήτων επίγειας ψηφιακής
245,Έσοδα,1102000000,-,"156 Πρόστιμα, ποινές και καταλογισμοί"
246,Έσοδα,773000000,-,15601 Φορολογικά πρόστιμα και προσαυξήσεις
247,Έσοδα,773000000,-,"1560101 Προσαυξήσεις, πρόστιμα και χρηματικές ποινές σε"
248,Έσοδα,25000000,-,15602 Τελωνειακά Πρόστιμα και προσαυξήσεις
249,Έσοδα,17000000,-,1560201 Πρόστιμα τελωνειακών παραβάσεων και λαθρεμπορίας
250,Έσοδα,6000000,-,1560202 Προσαυξήσεις εκπρόθεσμης καταβολής
251,Έσοδα,2000000,-,1560204 Ποινές ανακριβούς δήλωσης
252,Έσοδα,15000000,-,15604 Καταλογισμοί
253,Έσοδα,3000000,-,1560401 Καταλογισμοί για προγράμματα του Κοινωνικού Ταμείου
254,Έσοδα,1000000,-,1560402 Καταλογισμοί για προγράμματα του Ευρωπαϊκού Γεωργικού
255,Έσοδα,11000000,-,1560403 Καταλογισμοί για προγράμματα του Ταμείου Περιφερειακής
256,Έσοδα,289000000,-,15609 Λοιπά πρόστιμα
257,Έσοδα,5000000,-,1560901 Πρόστιμα για αυθαίρετα κτίσματα
258,Έσοδα,5000000,-,1560902 Πρόστιμα από ελλιπείς θέσεις στάθμευσης σε κτίρια
259,Έσοδα,4000000,-,1560903 Πρόστιμα Πράσινου Ταμείου
260,Έσοδα,3000000,-,1560904 Πρόστιμα Γαλάζιου Ταμείου
261,Έσοδα,18000000,-,1560905 Πρόστιμα και χρηματικές ποινές επιβαλλόμενες από τα
262,Έσοδα,9000000,-,1560906 Πρόστιμα για παραβάσεις εργατικής νομοθεσίας
263,Έσοδα,6000000,-,1560908 Πρόστιμα για λιμενικές παραβάσεις
264,Έσοδα,2000000,-,1560909 Πρόστιμα  για την προστασία των καταναλωτών
265,Έσοδα,41000000,-,1560911 Προσαυξήσεις εκπρόθεσμης καταβολής μη φορολογικών
266,Έσοδα,2000000,-,1560916 Έσοδα από την επιβολή δημοσιονομικών διορθώσεων
267,Έσοδα,2000000,-,1560921 Καταπτώσεις εγγυητικών επιστολών
268,Έσοδα,78000000,-,1560988 Λοιπά μη ταξινομημένα μη φορολογικά έσοδα
269,Έσοδα,114000000,-,1560989 Λοιπά πρόστιμα και χρηματικές ποινές
270,Έσοδα,654000000,-,159 Επιστροφές δαπανών
271,Έσοδα,38000000,-,15901 Επιστροφές αποδοχών
272,Έσοδα,38000000,-,1590189 Λοιπές επιστροφές αποδοχών
273,Έσοδα,439000000,-,15903 Επιστροφές μεταβιβάσεων
274,Έσοδα,240000000,-,1590301 Επιστροφές ποσών από ΝΠΔΔ για εκτέλεση έργων
275,Έσοδα,4000000,-,1590302 Επιστροφές  ποσών από φυσικά πρόσωπα για εκτέλεση
276,Έσοδα,11000000,-,1590304 Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων
277,Έσοδα,174000000,-,1590305 Επιστροφές μεταβιβάσεων με τη μορφή της επιστρεπτέας
278,Έσοδα,10000000,-,1590309 Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων
279,Έσοδα,177000000,-,15907 Επιστροφές λοιπών δαπανών
280,Έσοδα,20000000,-,1590788 Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π.
281,Έσοδα,157000000,-,1590789 Λοιπές επιστροφές ποσών
282,Έσοδα,37000000,-,31 Πάγια περιουσιακά στοιχεία
283,Έσοδα,37000000,-,311 Κτίρια και συναφείς υποδομές
284,Έσοδα,37000000,-,31103 Λοιπά κτίρια
285,Έσοδα,37000000,-,3110389 Λοιπά Κτίρια
286,Έσοδα,11000000,-,43 Χρεωστικοί τίτλοι
287,Έσοδα,11000000,-,432 Μακροπρόθεσμοι χρεωστικοί τίτλοι
288,Έσοδα,11000000,-,43202 Μακροπρόθεσμοι τίτλοι έκδοσης Δημόσιων Επιχειρήσεων
289,Έσοδα,11000000,-,4320201 Ομόλογα Δημοσίων Επιχειρήσεων
290,Έσοδα,20000000,-,44 Δάνεια
291,Έσοδα,20000000,-,442 Μακροπρόθεσμα Δάνεια
292,Έσοδα,20000000,-,44209 Λοιπά μακροπρόθεσμα δάνεια
293,Έσοδα,20000000,-,4420902 Μακροπρόθεσμα Δάνεια από τη διαχείριση των πόρων του
294,Έσοδα,467000000,-,45 Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων
295,Έσοδα,239000000,-,451 Εισηγμένες μετοχές
296,Έσοδα,239000000,-,45109 Λοιπές εισηγμένες μετοχές
297,Έσοδα,239000000,-,4510901 Μετοχές λοιπών επιχειρήσεων εισηγμένων στο
298,Έσοδα,228000000,-,452 Μη εισηγμένες μετοχές
299,Έσοδα,228000000,-,45209 Λοιπές μη εισηγμένες μετοχές
300,Έσοδα,228000000,-,4520901 Λοιπές μη εισηγμένες μετοχές εσωτερικού
301,Έσοδα,66000000,-,52 Υποχρεώσεις από νόμισμα και καταθέσεις
302,Έσοδα,66000000,-,521 Υποχρεώσεις από νόμισμα σε κυκλοφορία
303,Έσοδα,66000000,-,52101 Υποχρεώσεις από κέρματα σε κυκλοφορία
304,Έσοδα,66000000,-,5210101 Μεταλλικά κέρματα σε κυκλοφορία
305,Έσοδα,25973000000,-,53 Χρεωστικοί τίτλοι (Υποχρεώσεις)
306,Έσοδα,17000000000,-,531 Βραχυπρόθεσμοι χρεωστικοί τίτλοι
307,Έσοδα,17000000000,-,53101 Βραχυπρόθεσμοι τίτλοι εσωτερικού
308,Έσοδα,17000000000,-,5310101 Έντοκα γραμμάτια του Ελληνικού Δημοσίου
