# line,type,amount,ministry,source
216,Έσοδα,28000000,-,1440305 Προμήθειες εγγυημένης αναβαλλόμενης φορολογικής
217,Έσοδα,174000000,-,145 Διοικητικές αμοιβές
218,Έσοδα,174000000,-,14501 Παράβολα
219,Έσοδα,23000000,-,1450101 Παράβολα για τη χορήγηση και ανανέωση αδειών διαμονής
220,Έσοδα,4000000,-,1450102 Παράβολα πολιτογράφησης
221,Έσοδα,76000000,-,1450103 Παράβολα αιτήσεων ρύθμισης αυθαιρέτων κατασκευών ή
222,Έσοδα,1000000,-,1450105 Έσοδα ΥΠΑ από Παράβολα
223,Έσοδα,70000000,-,1450189 Λοιπά παράβολα
224,Έσοδα,1000000,-,149 Λοιπές πωλήσεις
225,Έσοδα,1000000,-,14909 Έσοδα από λοιπές πωλήσεις
226,Έσοδα,1000000,-,1490901 Έσοδα από εκποίηση κατασχεμένων τροχοφόρων
227,Έσοδα,1454000000,-,15 Λοιπά τρέχοντα έσοδα
228,Έσοδα,132000000,-,151 Τόκοι
229,Έσοδα,17000000,-,15101 Τόκοι καταθέσεων
230,Έσοδα,10000000,-,1510188 Τόκοι καταθέσεων σε λοιπές τράπεζες εσωτερικού
231,Έσοδα,7000000,-,1510189 Τόκοι καταθέσεων σε λοιπές τράπεζες εξωτερικού
232,Έσοδα,114000000,-,15103 Τόκοι μακροπρόθεσμων τίτλων
233,Έσοδα,114000000,-,1510301 Τόκοι από ομόλογα του Ελληνικού Δημοσίου
234,Έσοδα,1000000,-,15104 Τόκοι βραχυπρόθεσμων δανείων
235,Έσοδα,1000000,-,1510489 Τόκοι από λοιπά βραχυπρόθεσμα δάνεια
236,Έσοδα,137000000,-,152 Διανεμόμενο εισόδημα εταιριών
237,Έσοδα,38000000,-,15201 Διανεμόμενο εισόδημα μετοχών εισηγμένων σε χρηματιστήριο
238,Έσοδα,38000000,-,1520101 Διανεμόμενο εισόδημα μετοχών εισηγμένων στο
239,Έσοδα,57000000,-,15202 Διανεμόμενο εισόδημα μετοχών μη εισηγμένων σε
240,Έσοδα,57000000,-,1520201 Διανεμόμενο εισόδημα μετοχών μη εισηγμένων σε
241,Έσοδα,42000000,-,15203 Διανεμόμενο εισόδημα λοιπών συμμετοχών
242,Έσοδα,2000000,-,1520301 Διανεμόμενο εισόδημα συμμετοχών υπό εκκαθάριση ή
243,Έσοδα,40000000,-,1520389 Διανεμόμενο εισόδημα λοιπών συμμετοχών
244,Έσοδα,24000000,-,153 Ενοίκια φυσικών πόρων
245,Έσοδα,2000000,-,15301 Ενοίκια πόρων υπεδάφους
246,Έσοδα,2000000,-,1530101 Ενοίκια από δικαιώματα μεταλλειοκτησίας
247,Έσοδα,13000000,-,15302 Ενοίκια γης
248,Έσοδα,13000000,-,1530289 Λοιπά μισθώματα γης
249,Έσοδα,9000000,-,15309 Ενοίκια λοιπών φυσικών πόρων
250,Έσοδα,7000000,-,1530901 Άδειες ραδιοφάσματος κινητής τηλεφωνίας
251,Έσοδα,2000000,-,1530902 Άδειες χρήσης ραδιοσυχνοτήτων επίγειας ψηφιακής
252,Έσοδα,816000000,-,"156 Πρόστιμα, ποινές και καταλογισμοί"
253,Έσοδα,614000000,-,15601 Φορολογικά πρόστιμα και προσαυξήσεις
254,Έσοδα,614000000,-,"1560101 Προσαυξήσεις, πρόστιμα και χρηματικές ποινές σε"
255,Έσοδα,21000000,-,15602 Τελωνειακά Πρόστιμα και προσαυξήσεις
256,Έσοδα,15000000,-,1560201 Πρόστιμα τελωνειακών παραβάσεων και λαθρεμπορίας
257,Έσοδα,5000000,-,1560202 Προσαυξήσεις εκπρόθεσμης καταβολής
258,Έσοδα,1000000,-,1560204 Ποινές ανακριβούς δήλωσης
259,Έσοδα,15000000,-,15604 Καταλογισμοί
260,Έσοδα,2000000,-,1560401 Καταλογισμοί για προγράμματα του Κοινωνικού Ταμείου
261,Έσοδα,1000000,-,1560402 Καταλογισμοί για προγράμματα του Ευρωπαϊκού Γεωργικού
262,Έσοδα,11000000,-,1560403 Καταλογισμοί για προγράμματα του Ταμείου Περιφερειακής
263,Έσοδα,1000000,-,1560404 Καταλογισμοί για προγράμματα του Ευρωπαϊκού Γεωργικού
264,Έσοδα,166000000,-,15609 Λοιπά πρόστιμα
265,Έσοδα,5000000,-,1560901 Πρόστιμα για αυθαίρετα κτίσματα
266,Έσοδα,1000000,-,1560902 Πρόστιμα από ελλιπείς θέσεις στάθμευσης σε κτίρια
267,Έσοδα,2000000,-,1560903 Πρόστιμα Πράσινου Ταμείου
268,Έσοδα,2000000,-,1560904 Πρόστιμα Γαλάζιου Ταμείου
269,Έσοδα,26000000,-,1560905 Πρόστιμα και χρηματικές ποινές επιβαλλόμενες από τα
270,Έσοδα,6000000,-,1560906 Πρόστιμα για παραβάσεις εργατικής νομοθεσίας
271,Έσοδα,4000000,-,1560908 Πρόστιμα για λιμενικές παραβάσεις
272,Έσοδα,28000000,-,1560911 Προσαυξήσεις εκπρόθεσμης καταβολής μη φορολογικών
273,Έσοδα,36000000,-,1560988 Λοιπά μη ταξινομημένα μη φορολογικά έσοδα
274,Έσοδα,56000000,-,1560989 Λοιπά πρόστιμα και χρηματικές ποινές
275,Έσοδα,345000000,-,159 Επιστροφές δαπανών
276,Έσοδα,53000000,-,15901 Επιστροφές αποδοχών
277,Έσοδα,53000000,-,1590189 Λοιπές επιστροφές αποδοχών
278,Έσοδα,166000000,-,15903 Επιστροφές μεταβιβάσεων
279,Έσοδα,135000000,-,1590301 Επιστροφές ποσών από ΝΠΔΔ για εκτέλεση έργων
280,Έσοδα,18000000,-,1590302 Επιστροφές  ποσών από φυσικά πρόσωπα για εκτέλεση
281,Έσοδα,10000000,-,1590304 Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων
282,Έσοδα,3000000,-,1590309 Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων
283,Έσοδα,126000000,-,15907 Επιστροφές λοιπών δαπανών
284,Έσοδα,48000000,-,1590788 Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π.
285,Έσοδα,78000000,-,1590789 Λοιπές επιστροφές ποσών
286,Έσοδα,330000000,-,31 Πάγια περιουσιακά στοιχεία
287,Έσοδα,30000000,-,311 Κτίρια και συναφείς υποδομές
288,Έσοδα,30000000,-,31103 Λοιπά κτίρια
289,Έσοδα,30000000,-,3110389 Λοιπά Κτίρια
290,Έσοδα,300000000,-,315 Μη παραγόμενα περιουσιακά στοιχεία
291,Έσοδα,300000000,-,31501 Γη
292,Έσοδα,300000000,-,3150101 Δημόσια κτήματα
293,Έσοδα,30520000,-,43 Χρεωστικοί τίτλοι
294,Έσοδα,30520000,-,432 Μακροπρόθεσμοι χρεωστικοί τίτλοι
295,Έσοδα,30520000,-,43202 Μακροπρόθεσμοι τίτλοι έκδοσης Δημόσιων Επιχειρήσεων
296,Έσοδα,30520000,-,4320201 Ομόλογα Δημοσίων Επιχειρήσεων
297,Έσοδα,1453000000,-,45 Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων
298,Έσοδα,3000000,-,451 Εισηγμένες μετοχές
299,Έσοδα,3000000,-,45109 Λοιπές εισηγμένες μετοχές
300,Έσοδα,3000000,-,4510901 Μετοχές λοιπών επιχειρήσεων εισηγμένων στο
301,Έσοδα,1450000000,-,452 Μη εισηγμένες μετοχές
302,Έσοδα,1450000000,-,45209 Λοιπές μη εισηγμένες μετοχές
303,Έσοδα,1450000000,-,4520901 Λοιπές μη εισηγμένες μετοχές εσωτερικού
304,Έσοδα,8620000,-,52 Υποχρεώσεις από Νόμισμα και καταθέσεις
305,Έσοδα,8620000,-,521 Υποχρεώσεις από νόμισμα σε κυκλοφορία
306,Έσοδα,8620000,-,52101 Υποχρεώσεις από κέρματα σε κυκλοφορία
307,Έσοδα,8620000,-,5210101 Μεταλλικά κέρματα σε κυκλοφορία
