# line,type,amount,ministry,source
57,Έσοδα,207000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110312001 ΕΦΚ στη μπύρα - προϊόντα εγχώρια και από Ε.Ε.
58,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110313 ΕΦΚ στο κρασί
59,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110313001 ΕΦΚ στο κρασί - προϊόντα εγχώρια και από Ε.Ε.
60,Έσοδα,147000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110314 Φόρος κατανάλωσης στον καφέ
61,Έσοδα,95000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110314001 Φόρος κατανάλωσης στον καφέ - προϊόντα εγχώρια και από Ε.Ε.
62,Έσοδα,52000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110314002 Φόρος κατανάλωσης στον καφέ - εισαγόμενα προϊόντα
63,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110315 Φόρος κατανάλωσης στο ηλεκτρονικό τσιγάρο
64,Έσοδα,11000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110317001 Εφάπαξ εισφορά στα φορτηγά Ι.Χ. που μπαίνουν σε κυκλοφορία
65,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110318 Ειδικός φόρος πολυτελείας εμπορευμάτων
66,Έσοδα,335000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11104 Φόροι με μορφή χαρτοσήμου
67,Έσοδα,335000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110404 Ψηφιακό τέλος συναλλαγής
68,Έσοδα,335000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110404001 Ψηφιακό τέλος συναλλαγής
69,Έσοδα,670000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11105 Φόροι επί χρηματοοικονομικών και κεφαλαιακών συναλλαγών
70,Έσοδα,110000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110501 Φόρος στη μεταβίβαση οικοπέδων και αγροκτημάτων
71,Έσοδα,110000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110501001 Φόρος στη μεταβίβαση οικοπέδων και αγροκτημάτων
72,Έσοδα,488000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110502 Φόρος στη μεταβίβαση οικοδομών
73,Έσοδα,488000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110502001 Φόρος στη μεταβίβαση οικοδομών
74,Έσοδα,19000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110503 Φόρος στη συγκέντρωση κεφαλαίων
75,Έσοδα,19000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110503001 Φόρος στη συγκέντρωση κεφαλαίων
76,Έσοδα,38000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110507 Φόρος επί των χρηματιστηριακών συναλλαγών
77,Έσοδα,38000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110507001 Φόρος επί των χρηματιστηριακών συναλλαγών
78,Έσοδα,466000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11106 Φόροι ταξινόμησης οχημάτων
79,Έσοδα,389000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110601 Τέλος ταξινόμησης στα επιβατικά αυτοκίνητα
80,Έσοδα,46000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110602 Τέλος ταξινόμησης στα φορτηγά αυτοκίνητα
81,Έσοδα,31000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110602001 Τέλος ταξινόμησης στα φορτηγά αυτοκίνητα - εγχώρια και από Ε.Ε.
82,Έσοδα,18000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110609 Τέλος ταξινόμησης λοιπών οχημάτων
83,Έσοδα,11000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110609001 Τέλος ταξινόμησης λοιπών οχημάτων - εγχώρια και από Ε.Ε.
84,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110610 Έκτακτο περιβαλλοντικό τέλος οχημάτων
85,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110610001 Έκτακτο περιβαλλοντικό τέλος οχημάτων
86,Έσοδα,2318000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11108 Λοιποί φόροι επί συγκεκριμένων υπηρεσιών
87,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110801 Φόροι στα κρατικά λαχεία
88,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110801001 Φόροι στα κρατικά λαχεία
89,Έσοδα,54000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802 Φόροι στα μικτά κέρδη των καζίνο
90,Έσοδα,12000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802001 Φόροι στα μικτά κέρδη των καζίνο Κέρκυρας και Πάρνηθας
91,Έσοδα,42000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802002 Φόροι στα μικτά κέρδη των λοιπών καζίνο
92,Έσοδα,695000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110803 Φόροι στα μικτά κέρδη τυχερών παιγνίων
93,Έσοδα,695000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110803001 Φόροι στα μικτά κέρδη τυχερών παιγνίων
94,Έσοδα,72000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110810 Τέλη Eurocontrol
95,Έσοδα,72000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110810001 Τέλη Eurocontrol
96,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
97,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811001 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
98,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
99,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813001 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
100,Έσοδα,12000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110815001 Τέλος Πλοίων Αναψυχής και Ημερόπλοιων (ΤΕ.Π.Α.Η)
101,Έσοδα,586000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820 Φόρος ασφαλίστρων
102,Έσοδα,586000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820001 Φόρος ασφαλίστρων
103,Έσοδα,52000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822 Τέλη συνδρομητών σταθερής τηλεφωνίας
104,Έσοδα,52000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822001 Τέλη συνδρομητών σταθερής τηλεφωνίας
105,Έσοδα,160000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823 Τέλη συνδρομητών κινητής τηλεφωνίας
106,Έσοδα,160000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823001 Τέλη συνδρομητών κινητής τηλεφωνίας
107,Έσοδα,23000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824 Τέλος στη συνδρομητική Τηλεόραση
108,Έσοδα,23000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824001 Τέλος στη συνδρομητική Τηλεόραση
109,Έσοδα,52000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110827 Τέλος κρουαζιέρας
110,Έσοδα,52000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110827001 Τέλος κρουαζιέρας
111,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110889 Λοιποί ειδικοί φόροι σε υπηρεσίες
112,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110889001 Λοιποί ειδικοί φόροι σε υπηρεσίες
113,Έσοδα,218000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11109 Λοιποί Φόροι επί αγαθών
114,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110901001 Εισφορά στο λάδι και στις ελιές για κάλυψη εξόδων δακοκτονίας
115,Έσοδα,76000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902 Ειδικοί Φόροι στη διακίνηση καυσίμων
116,Έσοδα,76000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902001 Ειδικοί Φόροι στη διακίνηση καυσίμων
117,Έσοδα,29000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903 Περιβαλλοντικά τέλη και εισφορές
118,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903001 Περιβαλλοντικό τέλος πλαστικής σακούλας
119,Έσοδα,16000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903002 Εισφορά προστασίας του περιβάλλοντος για τα πλαστικά προϊόντα
120,Έσοδα,110000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110904 Πράσινο τέλος στο diesel κίνησης
121,Έσοδα,110000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110904001 Πράσινο τέλος στο diesel κίνησης
122,Έσοδα,362000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,112 Φόροι και δασμοί επί εισαγωγών
123,Έσοδα,362000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11201 Δασμοί
124,Έσοδα,338000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101 Δασμοί κοινού δασμολογίου
125,Έσοδα,338000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101001 Δασμοί κοινού δασμολογίου
126,Έσοδα,24000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
127,Έσοδα,24000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102001 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
128,Έσοδα,2353000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,113 Τακτικοί φόροι ακίνητης περιουσίας
129,Έσοδα,2353000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11301 Τακτικοί φόροι επί της ιδιοκτησίας ακίνητης περιουσίας
130,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
131,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101001 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
132,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102 Ενιαίο τέλος ακινήτων
133,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102001 Ενιαίο τέλος ακινήτων
134,Έσοδα,2342000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
135,Έσοδα,2342000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104001 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
136,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189 Λοιποί φόροι στην ακίνητη περιουσία
137,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189001 Λοιποί φόροι στην ακίνητη περιουσία
138,Έσοδα,355000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,114 Λοιποί φόροι επί παραγωγής
139,Έσοδα,306000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11401 Επιχειρηματικές και επαγγελματικές άδειες
140,Έσοδα,233000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101 Τέλος επιτηδεύματος
141,Έσοδα,233000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101001 Τέλος επιτηδεύματος
142,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
143,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102001 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
144,Έσοδα,22000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
145,Έσοδα,22000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103001 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
146,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104 Έσοδα από εκδόσεις πολεοδομικών αδειών
147,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104001 Έσοδα από εκδόσεις πολεοδομικών αδειών
148,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105 Ειδικό τέλος για άδειες λειτουργίας καζίνο
149,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105001 Ειδικό τέλος για άδειες λειτουργίας καζίνο
150,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
151,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106001 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
152,Έσοδα,12000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140108 Τέλη μηχανημάτων έργων
153,Έσοδα,12000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140108001 Τέλη μηχανημάτων έργων
154,Έσοδα,23000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
155,Έσοδα,23000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189001 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
156,Έσοδα,49000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11409 Διάφοροι άλλοι φόροι επί  παραγωγής
157,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
158,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902001 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
159,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140903001 Τέλη υπέρ ΕΟΦ ετοιμότητας των ιατροτεχνολογικών προϊόντων
160,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
161,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907001 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
162,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
163,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910001 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
164,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989 Λοιπoί φόροι επί της παραγωγής
165,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989001 Λοιπoί φόροι επί της παραγωγής
166,Έσοδα,23719000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,115 Φόρος εισοδήματος
167,Έσοδα,14511000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11501 Φόρος εισοδήματος πληρωτέος από Φυσικά Πρόσωπα (ΦΠ)
168,Έσοδα,3716000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
169,Έσοδα,3716000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101001 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
170,Έσοδα,523000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102 Φόρος στο εισόδημα ΦΠ - προκαταβολή
171,Έσοδα,523000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102001 Φόρος στο εισόδημα ΦΠ - προκαταβολή
172,Έσοδα,6313000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103 Φόρος στο εισόδημα από μισθούς - παρακράτηση
173,Έσοδα,6313000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103001 Φόρος στο εισόδημα από μισθούς - παρακράτηση
174,Έσοδα,2400000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
175,Έσοδα,2400000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104001 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
176,Έσοδα,279000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150106001 Ειδική εισφορά αλληλεγγύης για την καταπολέμηση της ανεργίας
177,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189 Λοιποί φόροι στο εισόδημα ΦΠ
178,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189001 Λοιποί φόροι στο εισόδημα ΦΠ
179,Έσοδα,7244000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11502 Φόρος εισοδήματος πληρωτέος από εταιρίες (ΝΠ)
180,Έσοδα,3269000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150202001 Φόρος στο εισόδημα ΝΠ κερδοσκοπικού χαρακτήρα - προκαταβολή
181,Έσοδα,346000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
182,Έσοδα,346000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205001 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
183,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150206 Εφάπαξ φόροι εισοδήματος ΝΠ
184,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150206001 Εφάπαξ φόροι εισοδήματος ΝΠ
185,Έσοδα,487000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150289 Λοιποί φόροι στο εισόδημα εταιριών
186,Έσοδα,9000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150289001 Λοιποί φόροι στο εισόδημα εταιριών
187,Έσοδα,18000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11503 Φόροι επί κερδών διακράτησης
188,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150301 Φόρος στο εισόδημα από υπεραξία μεταβίβασης ακινήτων
